uid	ec	organism	organism_id
Q9SJG9	2.7.11.24	Arabidopsis thaliana (Mouse-ear cress)	3702
P47180	3.2.1.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
P67928	4.6.1.18	Camelus dromedarius (Dromedary) (Arabian camel)	9838
O80324	4.6.1.19	Pyrus pyrifolia (Chinese pear) (Pyrus serotina)	3767
Q8ZYM8	6.1.1.12	Pyrobaculum aerophilum (strain ATCC 51768 / IM2 / DSM 7523 / JCM 9630 / NBRC 100827)	178306
Q8GWU0	3.1.3.18	Arabidopsis thaliana (Mouse-ear cress)	3702
P24425	2.7.1.21	Equine herpesvirus 4 (strain 1942) (EHV-4) (Equine rhinopneumonitis virus)	10333
P99172	5.3.3.2	Staphylococcus aureus (strain N315)	158879
Q838S2	3.2.1.14	Enterococcus faecalis (strain ATCC 700802 / V583)	226185
Q9HKT2	6.3.1.20	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	273075
Q00598	1.18.1.2	Cyanophora paradoxa	2762
Q9P3X9	5.2.1.8	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	367110
P80287	4.6.1.18	Iguana iguana (Common iguana)	8517
A0QSK6	4.2.1.46	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	246196
P0CV94	4.2.3.48	Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747
Q97NQ4	2.5.1.7	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	170187
Q8L9W3	2.3.2.27	Arabidopsis thaliana (Mouse-ear cress)	3702
Q00763	2.1.1.68	Populus tremuloides (Quaking aspen)	3693
Q91WG7	2.7.1.107	Mus musculus (Mouse)	10090
P31032	3.1.21.4	Neisseria gonorrhoeae	485
Q9KNX6	5.2.1.8	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	243277
Q49SP5	4.2.3.23	Pogostemon cablin (Patchouli) (Mentha cablin)	28511
O60079	3.4.19.12	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	284812
P54273	5.3.1.5	Geobacillus stearothermophilus (Bacillus stearothermophilus)	1422
P9WKA9	2.3.1.20	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q01412	3.2.1.39	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	4081
P0A0H9	1.1.1.100	Staphylococcus aureus (strain Mu50 / ATCC 700699)	158878
A9CKY2	3.1.1.81	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	176299
Q8LSN3	3.1.3.16	Pisum sativum (Garden pea)	3888
Q84QC1	4.3.2.9	Arabidopsis thaliana (Mouse-ear cress)	3702
O04469	5.3.3.8	Arabidopsis thaliana (Mouse-ear cress)	3702
A0A1E5RUL9	2.3.1.268	Hanseniaspora uvarum (Yeast) (Kloeckera apiculata)	29833
Q5BDU5	3.2.1.4	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	227321
K4BW79	1.3.1.105	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	4081
P19385	3.2.1.17	Streptococcus phage Cp-7 (Bacteriophage Cp-7)	10748
D7REY3	1.17.5.2	Pseudomonas sp. (strain CBB1)	765715
P17295	1.13.11.16	Cupriavidus necator (Alcaligenes eutrophus) (Ralstonia eutropha)	106590
K0E689	1.1.1.85	Aspergillus rugulosus (Emericella rugulosa)	41736
O22944	3.5.1.122	Arabidopsis thaliana (Mouse-ear cress)	3702
P85290	2.7.4.6	Merluccius bilinearis (Silver hake)	79698
P0AAG5	7.6.2.2	Escherichia coli (strain K12)	83333
G0FS68	2.7.1.179	Amycolatopsis mediterranei (strain S699) (Nocardia mediterranei)	713604
Q0IP69	2.1.1.232	Oryza sativa subsp. japonica (Rice)	39947
P85285	2.7.4.6	Merluccius hubbsi (Argentine hake) (Merluccius gayi)	89949
Q9C671	2.7.1.67	Arabidopsis thaliana (Mouse-ear cress)	3702
P0CV95	4.2.3.48	Fragaria ananassa (Strawberry) (Fragaria chiloensis x Fragaria virginiana)	3747
P85288	2.7.4.6	Merluccius australis australis (Austral hake)	307686
P32073	6.3.5.2	Dictyostelium discoideum (Slime mold)	44689
P85287	2.7.4.6	Merluccius australis polylepis (Southern hake) (Gadus australis)	307685
P76041	2.4.1.352	Escherichia coli (strain K12)	83333
P9WPU5	7.1.2.2	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
P39457	3.1.1.5	Penicillium chrysogenum (Penicillium notatum)	5076
Q8BMQ2	2.3.1.48	Mus musculus (Mouse)	10090
P0CH29	3.4.24.28	Bacillus megaterium (strain ATCC 14581 / DSM 32 / JCM 2506 / NBRC 15308 / NCIMB 9376 / NCTC 10342 / VKM B-512)	1348623
P85286	2.7.4.6	Merluccius gayi (South Pacific hake) (Merluccius gayi peruanus)	89948
P14717	4.3.1.24	Oryza sativa subsp. japonica (Rice)	39947
P15128	1.14.14.1	Oryctolagus cuniculus (Rabbit)	9986
P85289	2.7.4.6	Merluccius productus (North Pacific hake) (Merlangus productus)	89952
P27316	2.7.7.48	Rift valley fever virus (strain ZH-548 M12) (RVFV)	11589
P43263	3.4.24.28	Brevibacillus brevis (Bacillus brevis)	1393
Q50H63	1.7.1.17	Staphylococcus aureus	1280
P83053	3.2.1.1	Struthio camelus (Common ostrich)	8801
P80148	2.3.3.16	Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)	273057
P47232	1.13.11.39	Rhodococcus globerulus	33008
Q99JW2	3.5.1.14	Mus musculus (Mouse)	10090
O65323	4.2.3.61	Capsicum annuum (Capsicum pepper)	4072
B0CN28	1.11.2.5	Streptomyces lavendulae	1914
C5YHI2	4.2.3.123	Sorghum bicolor (Sorghum) (Sorghum vulgare)	4558
F8WKW1	2.4.1.324	Gardenia jasminoides (Cape jasmine) (Gardenia augusta)	114476
A4F7P3	2.4.1.278	Saccharopolyspora erythraea (strain ATCC 11635 / DSM 40517 / JCM 4748 / NBRC 13426 / NCIMB 8594 / NRRL 2338)	405948
Q0JRK4	3.2.1.162	Pseudoalteromonas carrageenovora (Alteromonas carrageenovora)	227
Q07792	3.1.1.2	Vibrio mimicus	674
Q9AIU7	6.5.1.2	Staphylococcus aureus	1280
P27033	3.2.1.4	Cellvibrio japonicus (strain Ueda107) (Pseudomonas fluorescens subsp. cellulosa)	498211
Q9ZFK4	2.5.1.55	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	208964
Q54520	2.7.10.2	Streptococcus pneumoniae	1313
P61779	4.3.2.10	Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / DSM 644 / NCIMB 8303)	882
P15024	3.6.4.13	Reovirus type 3 (strain Dearing) (T3D) (Mammalian orthoreovirus 3)	10886
Q9FJV8	5.4.99.53	Arabidopsis thaliana (Mouse-ear cress)	3702
P05311	1.97.1.12	Pisum sativum (Garden pea)	3888
P63359	7.5.2.6	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q8ZMH3	3.1.3.16	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
P0A3U0	2.7.7.49	Lactococcus lactis subsp. cremoris (Streptococcus cremoris)	1359
P39605	1.5.1.38	Bacillus subtilis (strain 168)	224308
O04904	3.5.2.3	Arabidopsis thaliana (Mouse-ear cress)	3702
A0A125SXN3	5.4.99.8	Lycopodium clavatum (Stag's-horn clubmoss)	3252
P00721	3.2.1.17	Chalaropsis sp.	36534
Q4WBR2	3.2.1.75	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)	330879
Q9P804	2.1.1.216	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	284812
Q9CQG1	4.3.2.7	Mus musculus (Mouse)	10090
P80003	3.1.1.4	Heloderma suspectum (Gila monster)	8554
A9X6P9	2.8.3.19	Acetobacter aceti	435
Q8KWS8	6.3.2.49	Bacillus amyloliquefaciens (Bacillus velezensis)	1390
Q8KWT3	6.3.2.49	Bacillus subtilis	1423
Q9I6M4	2.6.1.48	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	208964
Q2G1M8	6.3.2.55	Staphylococcus aureus (strain NCTC 8325)	93061
B0R8D4	2.7.7.6	Halobacterium salinarum (strain ATCC 29341 / DSM 671 / R1)	478009
P36186	5.3.1.1	Giardia intestinalis (Giardia lamblia)	5741
Q09831	2.7.11.1	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	284812
P19405	3.1.3.1	Bacillus subtilis (strain 168)	224308
Q58826	2.5.1.147	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	243232
Q9FVC8	4.3.3.7	Arabidopsis thaliana (Mouse-ear cress)	3702
A6QJK4	2.7.13.3	Staphylococcus aureus (strain Newman)	426430
O74393	3.6.4.13	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	284812
Q41266	1.10.3.11	Glycine max (Soybean) (Glycine hispida)	3847
P19406	3.1.3.1	Bacillus subtilis (strain 168)	224308
P53944	2.1.1.297	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
Q85G47	1.97.1.12	Cyanidioschyzon merolae (strain 10D) (Red alga)	280699
Q2BN77	1.2.1.73	Neptuniibacter caesariensis	207954
Q5B7W2	3.2.1.25	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	227321
Q9DBV3	3.6.4.13	Mus musculus (Mouse)	10090
P17545	2.7.7.6	Trypanosoma brucei brucei	5702
Q5FTU6	1.1.1.215	Gluconobacter oxydans (strain 621H) (Gluconobacter suboxydans)	290633
P09436	6.1.1.5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
Q80U95	2.3.2.26	Mus musculus (Mouse)	10090
Q9WZF8	5.2.1.8	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	243274
P9WGK5	2.7.13.3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
P52623	2.7.1.48	Mus musculus (Mouse)	10090
Q6UDF0	2.4.1.32	Cyamopsis tetragonoloba (Guar) (Cluster bean)	3832
O94255	4.2.1.1	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	284812
A0A4D6Q9B0	1.14.11.9	Crocosmia x crocosmiiflora (Montbretia) (Crocosmia aurea x Crocosmia pottsii)	1053288
Q59738	1.16.3.1	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	1061
P44783	3.4.21.105	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	71421
P9WMM1	4.3.2.10	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q47899	3.4.24.76	Elizabethkingia meningoseptica (Chryseobacterium meningosepticum)	238
P0AAI9	2.3.1.39	Escherichia coli (strain K12)	83333
P27507	1.21.98.4	Klebsiella pneumoniae	573
Q84JL2	1.2.4.4	Arabidopsis thaliana (Mouse-ear cress)	3702
O74023	2.1.1.63	Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) (Pyrococcus kodakaraensis (strain KOD1))	69014
Q54304	4.3.1.28	Streptomyces rapamycinicus (strain ATCC 29253 / DSM 41530 / NRRL 5491 / AYB-994) (Streptomyces hygroscopicus (strain ATCC 29253))	1343740
Q7M329	4.6.1.19	Sus scrofa (Pig)	9823
P43726	2.7.2.3	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	71421
P16094	3.2.2.22	Momordica charantia (Bitter gourd) (Balsam pear)	3673
A0A4D6Q4T7	1.14.11.9	Crocosmia x crocosmiiflora (Montbretia) (Crocosmia aurea x Crocosmia pottsii)	1053288
P28337	2.1.2.10	Gallus gallus (Chicken)	9031
P52278	3.4.11.5	Lactobacillus helveticus (Lactobacillus suntoryeus)	1587
A9CIM3	2.7.8.24	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	176299
P22346	3.4.14.11	Lactococcus lactis subsp. cremoris (Streptococcus cremoris)	1359
Q715L4	3.7.1.4	Eubacterium ramulus	39490
A0A0A2JWD0	2.5.1.34	Penicillium expansum (Blue mold rot fungus)	27334
P27989	1.2.7.4	Moorella thermoacetica (Clostridium thermoaceticum)	1525
Q05741	1.8.1.9	Streptomyces clavuligerus	1901
Q9CQU0	1.8.4.2	Mus musculus (Mouse)	10090
Q5XBI8	2.7.1.48	Streptococcus pyogenes serotype M6 (strain ATCC BAA-946 / MGAS10394)	286636
A0A060X6Z0	1.14.16.2	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	8022
O04940	2.7.7.41	Solanum tuberosum (Potato)	4113
P43315	1.16.3.1	Mycobacterium leprae (strain TN)	272631
P0C7A1	3.2.1.96	Gallus gallus (Chicken)	9031
Q40412	1.14.15.21	Nicotiana plumbaginifolia (Leadwort-leaved tobacco) (Tex-Mex tobacco)	4092
P9WPK7	6.3.2.2	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
V3TQ67	1.3.5.4	Serratia sp. (strain ATCC 39006)	104623
O25026	2.7.13.3	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	85962
P18492	5.4.3.8	Hordeum vulgare (Barley)	4513
Q6NQE2	1.6.5.2	Arabidopsis thaliana (Mouse-ear cress)	3702
P80190	3.2.1.17	Ovis aries (Sheep)	9940
P13633	2.7.13.3	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	266834
P74167	5.1.3.34	Synechocystis sp. (strain PCC 6803 / Kazusa)	1111708
P49085	2.5.1.32	Zea mays (Maize)	4577
Q80UM7	3.2.1.106	Mus musculus (Mouse)	10090
Q7UG04	2.3.1.31	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	243090
Q43497	1.6.5.4	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	4081
P20028	2.7.7.6	Drosophila melanogaster (Fruit fly)	7227
P53400	6.2.1.5	Trichomonas vaginalis	5722
Q9B6D6	7.1.1.2	Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica)	284591
O34873	4.1.3.4	Bacillus subtilis (strain 168)	224308
Q8BFR4	3.1.6.14	Mus musculus (Mouse)	10090
P0C0P0	1.5.1.3	Staphylococcus epidermidis	1282
P46116	3.4.21.105	Providencia stuartii	588
Q9X1K5	4.1.1.20	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)	243274
Q6UPE0	1.1.99.1	Rattus norvegicus (Rat)	10116
Q5LGZ8	3.2.1.n1	Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / JCM 11019 / NCTC 9343)	272559
P53399	6.2.1.5	Trichomonas vaginalis	5722
P30402	2.4.2.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
Q99LQ7	1.14.99.19	Mus musculus (Mouse)	10090
Q5JF30	1.11.1.15	Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) (Pyrococcus kodakaraensis (strain KOD1))	69014
Q9KKZ4	2.7.7.65	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	243277
Q6WG30	1.14.99.37	Taxus cuspidata (Japanese yew)	99806
P83453	6.1.1.1	Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039)	262724
Q9CKP2	5.2.1.8	Pasteurella multocida (strain Pm70)	272843
P9WFS9	6.1.1.9	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q9YMV2	6.5.1.1	Lymantria dispar multicapsid nuclear polyhedrosis virus (LdMNPV)	10449
Q95QG8	3.1.3.16	Caenorhabditis elegans	6239
Q65163	1.8.3.2	African swine fever virus (strain Badajoz 1971 Vero-adapted) (Ba71V) (ASFV)	10498
P27988	2.3.1.169	Moorella thermoacetica (Clostridium thermoaceticum)	1525
Q54YA0	2.3.3.8	Dictyostelium discoideum (Slime mold)	44689
P29060	3.2.1.14	Nicotiana tabacum (Common tobacco)	4097
Q06174	3.1.1.1	Geobacillus stearothermophilus (Bacillus stearothermophilus)	1422
P9WN33	6.3.5.4	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
P24461	1.14.14.1	Oryctolagus cuniculus (Rabbit)	9986
P0A5Y7	1.3.1.9	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	233413
Q75W17	3.2.1.161	Viburnum furcatum (Scarlet leaved viburnum)	237940
Q54VI4	2.5.1.18	Dictyostelium discoideum (Slime mold)	44689
E3PY97	2.3.1.263	Acetoanaerobium sticklandii (strain ATCC 12662 / DSM 519 / JCM 1433 / NCIMB 10654) (Clostridium sticklandii)	499177
P9WHL5	6.3.5.3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q8DK70	1.17.7.1	Thermosynechococcus elongatus (strain BP-1)	197221
Q53727	3.6.4.12	Staphylococcus aureus (strain NCTC 8325)	93061
I7FA35	1.14.13.227	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	246196
P00369	1.4.1.4	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	367110
P58565	1.97.1.12	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	103690
Q12326	5.4.2.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
P36936	3.4.13.21	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287
Q01693	3.4.11.10	Vibrio proteolyticus (Aeromonas proteolytica)	671
Q0P9C6	2.4.1.293	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	192222
B3FHT4	6.2.1.5	Blastocystis sp. subtype 1 (strain ATCC 50177 / NandII)	478820
Q9Z9H6	2.7.7.6	Thermus thermophilus	274
A7B4V1	1.1.1.201	Ruminococcus gnavus (strain ATCC 29149 / VPI C7-9)	411470
Q63YH5	2.5.1.6	Burkholderia pseudomallei (strain K96243)	272560
Q9KUY6	5.1.1.1	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	243277
Q99KP3	1.1.1.45	Mus musculus (Mouse)	10090
P83736	2.7.1.20	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	233413
P38482	7.1.2.2	Chlamydomonas reinhardtii (Chlamydomonas smithii)	3055
A3PMF8	2.6.1.1	Rhodobacter sphaeroides (strain ATCC 17029 / ATH 2.4.9)	349101
P12985	7.1.2.2	Vibrio alginolyticus	663
P32451	2.8.1.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
P05036	7.1.2.2	Rhodospirillum rubrum	1085
Q91YL3	2.7.1.48	Mus musculus (Mouse)	10090
P38067	1.2.1.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
P31495	3.5.1.5	Yersinia enterocolitica	630
P49890	2.8.2.4	Rattus norvegicus (Rat)	10116
Q8HY31	4.1.1.37	Ovis aries (Sheep)	9940
Q8IKG4	1.1.1.267	Plasmodium falciparum (isolate 3D7)	36329
P82679	1.14.13.105	Rhodococcus erythropolis (Arthrobacter picolinophilus)	1833
P18143	3.4.17.18	Streptomyces griseus	1911
P0A115	3.1.1.45	Pseudomonas knackmussii (strain DSM 6978 / LMG 23759 / B13)	1301098
Q07982	1.1.99.28	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	264203
Q9HZY8	3.1.1.1	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	208964
Q60649	3.6.1.3	Mus musculus (Mouse)	10090
Q9HH12	2.7.1.146	Thermococcus zilligii	54076
Q54277	1.5.1.3	Staphylococcus haemolyticus	1283
P81708	3.2.1.17	Canis lupus familiaris (Dog) (Canis familiaris)	9615
Q9KJN3	2.7.13.3	Staphylococcus aureus (strain NCTC 8325)	93061
Q3S8P6	2.1.1.335	Streptomyces rimosus	1927
P81989	2.4.2.1	Cellulomonas sp.	40001
Q43832	4.1.1.39	Spinacia oleracea (Spinach)	3562
Q6LFH8	2.6.1.13	Plasmodium falciparum (isolate 3D7)	36329
P0C0Y4	1.1.1.138	Alternaria alternata (Alternaria rot fungus) (Torula alternata)	5599
A0QU81	5.4.99.5	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	246196
P9WQ41	6.2.1.20	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
P04399	3.2.2.22	Hordeum vulgare (Barley)	4513
B2HP50	2.5.1.6	Mycobacterium marinum (strain ATCC BAA-535 / M)	216594
Q7Z139	2.3.1.24	Caenorhabditis elegans	6239
P28623	3.2.1.4	Clostridium cellulovorans (strain ATCC 35296 / DSM 3052 / OCM 3 / 743B)	573061
Q43503	5.5.1.19	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	4081
P44638	4.4.1.5	Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)	71421
Q819E8	5.3.2.5	Bacillus cereus (strain ATCC 14579 / DSM 31 / JCM 2152 / NBRC 15305 / NCIMB 9373 / NRRL B-3711)	226900
Q9DF56	3.1.1.4	Ophiophagus hannah (King cobra) (Naja hannah)	8665
O31427	7.3.2.3	Bacillus subtilis (strain 168)	224308
P42963	3.5.2.9	Bacillus subtilis (strain 168)	224308
P40545	5.3.1.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
P9WPX1	1.1.1.3	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
A0QI26	2.5.1.6	Mycobacterium avium (strain 104)	243243
A2RM21	4.4.1.13	Lactococcus lactis subsp. cremoris (strain MG1363)	416870
Q9AXH9	1.14.14.107	Hordeum vulgare (Barley)	4513
P02904	2.1.3.1	Propionibacterium freudenreichii subsp. shermanii	1752
Q5EFU4	1.14.13.81	Hordeum vulgare (Barley)	4513
Q8R146	3.4.19.1	Mus musculus (Mouse)	10090
P66937	5.6.2.2	Staphylococcus aureus (strain N315)	158879
P84188	2.6.1.45	Triticum aestivum (Wheat)	4565
P38858	3.1.1.31	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
O34750	3.6.4.13	Bacillus subtilis (strain 168)	224308
P38187	3.4.19.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
P07065	5.6.2.2	Enterobacteria phage T4 (Bacteriophage T4)	10665
Q9XT55	2.4.1.17	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	9541
Q46337	1.5.3.1	Corynebacterium sp. (strain P-1)	69006
Q46BL0	2.1.1.107	Methanosarcina barkeri (strain Fusaro / DSM 804)	269797
D0VFU8	2.5.1.21	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	4081
A5F9G1	1.2.1.72	Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395)	345073
P23373	1.8.3.2	Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strain WR))	10254
P91887	3.4.11.2	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655
Q2FWZ8	1.16.3.2	Staphylococcus aureus (strain NCTC 8325)	93061
O51396	5.6.2.2	Borrelia burgdorferi (strain ATCC 35210 / B31 / CIP 102532 / DSM 4680)	224326
O49639	2.7.7.41	Arabidopsis thaliana (Mouse-ear cress)	3702
Q9FUB7	2.3.1.74	Hypericum androsaemum (Tutsan)	140968
Q9AGY8	2.7.1.168	Aneurinibacillus thermoaerophilus	143495
P23524	2.7.1.165	Escherichia coli (strain K12)	83333
P0A2I4	5.6.2.2	Salmonella typhi	90370
G4MS28	2.4.1.80	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae)	242507
O27276	2.7.7.7	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	187420
P24792	1.10.3.3	Cucurbita maxima (Pumpkin) (Winter squash)	3661
Q888A4	1.6.3.5	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	223283
P42556	1.5.1.33	Leishmania tarentolae (Sauroleishmania tarentolae)	5689
P85512	3.2.1.52	Palythoa caribaeorum (White encrusting zoanthid coral)	134933
P29148	3.4.24.28	Paenibacillus polymyxa (Bacillus polymyxa)	1406
P46151	1.5.1.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
P21139	3.2.1.24	Rattus norvegicus (Rat)	10116
Q9LLT1	4.2.2.2	Juniperus virginiana (Eastern redcedar) (Sabina virginiana)	39584
Q5SLV5	2.7.4.6	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	300852
E6UBR9	2.4.1.319	Ruminococcus albus (strain ATCC 27210 / DSM 20455 / JCM 14654 / NCDO 2250 / 7)	697329
P80187	2.1.1.86	Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum)	79929
B6YXQ1	6.3.2.36	Thermococcus onnurineus (strain NA1)	523850
Q97UA1	1.2.1.26	Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus)	273057
Q07449	1.15.1.1	Onchocerca volvulus	6282
P08056	4.6.1.19	Rhizopus niveus	4844
Q6G3V6	5.3.1.6	Bartonella henselae (strain ATCC 49882 / DSM 28221 / Houston 1) (Rochalimaea henselae)	283166
Q9HIJ2	5.4.2.11	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	273075
P16699	3.2.1.78	Bacillus mannanilyticus (strain DSM 16130 / JCM 10596 / AM-001)	1236954
Q3J5F9	2.5.1.141	Rhodobacter sphaeroides (strain ATCC 17023 / 2.4.1 / NCIB 8253 / DSM 158)	272943
Q08227	3.1.3.36	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
O26249	2.1.1.196	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	187420
P37334	1.14.12.18	Paraburkholderia xenovorans (strain LB400)	266265
Q00985	1.14.17.4	Malus domestica (Apple) (Pyrus malus)	3750
P36973	2.4.2.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
P52697	3.1.1.31	Escherichia coli (strain K12)	83333
B9WZ64	5.1.1.1	Pseudomonas taetrolens	47884
Q8GBW6	2.1.3.1	Propionibacterium freudenreichii subsp. shermanii	1752
P63740	6.3.5.5	Staphylococcus aureus (strain N315)	158879
P0AEJ5	2.7.13.3	Shigella flexneri	623
Q5E6F9	4.1.1.11	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	312309
